statement_id,significance
7189,Pathogenic
7190,Pathogenic
7191,Pathogenic
7192,Pathogenic
7193,Pathogenic
7194,Conflicting interpretations of pathogenicity
7195,Conflicting interpretations of pathogenicity
7196,Pathogenic
7197,Pathogenic
7198,Pathogenic
7199,Pathogenic
7200,Pathogenic
7201,Pathogenic
7202,Pathogenic
7203,Conflicting interpretations of pathogenicity
7204,Conflicting interpretations of pathogenicity
7205,Pathogenic
7206,Pathogenic
7207,Pathogenic
7208,Pathogenic
7209,Pathogenic
7210,Pathogenic
7211,Pathogenic
7212,Pathogenic
7213,Pathogenic
7214,Pathogenic
7215,Pathogenic
7216,Pathogenic
7217,Pathogenic
7218,Pathogenic
7219,Likely pathogenic
7220,Likely pathogenic
7221,Likely pathogenic
7222,Likely pathogenic
7223,Pathogenic
7224,Pathogenic
7225,Pathogenic
7226,Pathogenic
7227,Pathogenic
7228,Pathogenic
7229,Pathogenic
7230,Pathogenic
7231,Pathogenic
7232,Pathogenic
7233,Pathogenic
7234,Pathogenic
7235,Likely pathogenic
7236,Likely pathogenic
7237,Pathogenic
7238,Pathogenic
7239,Pathogenic
7240,Pathogenic
7241,Pathogenic
7242,Conflicting interpretations of pathogenicity
7243,Conflicting interpretations of pathogenicity
7244,Uncertain significance
7245,Pathogenic
7246,Pathogenic
7247,Pathogenic
7248,Pathogenic
7249,Benign/Likely benign
7250,Benign/Likely benign
7251,risk factor
7252,Likely benign
7253,Benign/Likely benign
7254,Benign/Likely benign
7255,Pathogenic
7256,Conflicting interpretations of pathogenicity
7257,Conflicting interpretations of pathogenicity
7258,Conflicting interpretations of pathogenicity
7259,Conflicting interpretations of pathogenicity
7260,Conflicting interpretations of pathogenicity
7261,Conflicting interpretations of pathogenicity
7262,Conflicting interpretations of pathogenicity
7263,Pathogenic
7264,Pathogenic
7265,Pathogenic
7266,Pathogenic
7267,Pathogenic/Likely pathogenic
7268,Pathogenic/Likely pathogenic
7269,Pathogenic/Likely pathogenic
7270,Pathogenic
7271,Pathogenic
7272,Likely pathogenic
7273,Pathogenic
7274,Pathogenic
7275,Pathogenic
7276,Pathogenic
7277,Pathogenic
7278,Likely pathogenic
7279,Pathogenic
7280,Pathogenic
7281,Pathogenic
7282,Pathogenic
7283,Pathogenic
7284,Pathogenic
7285,Pathogenic
7286,Pathogenic
7287,Pathogenic
7288,Pathogenic
7289,Pathogenic
7290,Pathogenic
7291,Pathogenic
7292,Pathogenic
7293,Pathogenic
7294,Pathogenic
7295,Pathogenic
7296,Likely pathogenic
7297,Likely pathogenic
7298,Pathogenic
7299,Pathogenic
7300,Pathogenic
7301,Pathogenic
7302,Pathogenic
7303,Pathogenic
7304,Pathogenic
7305,Pathogenic
7306,Uncertain significance
7307,Uncertain significance
7308,Pathogenic
7309,Pathogenic
7310,Pathogenic
7311,Pathogenic
7312,Pathogenic
7313,Pathogenic
7314,Pathogenic
7315,Pathogenic
7316,Pathogenic
7317,Pathogenic
7318,Pathogenic
7319,Pathogenic
7320,Pathogenic
7321,Pathogenic
7322,Pathogenic
7323,Pathogenic
7324,Pathogenic
7325,Pathogenic
7326,Pathogenic/Likely pathogenic
7327,Pathogenic/Likely pathogenic
7328,Benign
7329,Benign
7330,Benign
7331,Pathogenic
7332,Pathogenic
7333,Pathogenic
7334,Pathogenic
7335,Pathogenic
7336,Pathogenic
7337,Uncertain significance
7338,Pathogenic
7339,Pathogenic
7340,Pathogenic
7341,Likely pathogenic
7342,Pathogenic/Likely pathogenic
7343,Pathogenic
7344,Pathogenic/Likely pathogenic
7345,Pathogenic
7346,Pathogenic
7347,Pathogenic
7348,Pathogenic
7349,Pathogenic
7350,Pathogenic
7351,Pathogenic
7352,Likely pathogenic
7353,Pathogenic
7354,Pathogenic/Likely pathogenic
7355,Pathogenic/Likely pathogenic
7356,Pathogenic
7357,Pathogenic
7358,Pathogenic
7359,Pathogenic
7360,Pathogenic
7361,Pathogenic
7362,Pathogenic
7363,Pathogenic
7364,Pathogenic
7365,Pathogenic
7366,Pathogenic
7367,Uncertain significance
7368,Uncertain significance
7369,Pathogenic/Likely pathogenic
7370,Pathogenic/Likely pathogenic
7371,Pathogenic
7372,Pathogenic
7373,Pathogenic
7374,Pathogenic
7375,Benign
7376,Pathogenic
7377,Pathogenic
7378,Pathogenic
7379,Pathogenic
7380,Affects
7381,Affects
7382,Affects
7383,Benign
7384,Pathogenic
7385,Pathogenic
7386,Pathogenic
7387,Pathogenic
7388,Pathogenic
7389,Pathogenic
7390,Pathogenic
7391,Pathogenic
7392,Pathogenic
7393,Pathogenic
7394,Pathogenic
7395,protective; risk factor
7396,protective; risk factor
7397,protective; risk factor
7398,risk factor
7399,Benign; protective
7400,Benign; protective
7401,Benign
7402,Uncertain significance
7403,Uncertain significance
7404,risk factor
7405,Pathogenic
7406,Conflicting interpretations of pathogenicity
7407,Conflicting interpretations of pathogenicity
7408,Conflicting interpretations of pathogenicity
7409,Conflicting interpretations of pathogenicity
7410,Conflicting interpretations of pathogenicity
7411,Pathogenic/Likely pathogenic
7412,Pathogenic/Likely pathogenic
7413,Pathogenic/Likely pathogenic
7414,Pathogenic/Likely pathogenic
7415,Pathogenic
7416,Pathogenic
7417,Pathogenic
7418,Pathogenic
7419,Pathogenic
7420,Pathogenic
7421,Pathogenic/Likely pathogenic
7422,Pathogenic/Likely pathogenic
7423,Pathogenic/Likely pathogenic
7424,Pathogenic/Likely pathogenic
7425,Pathogenic
7426,Pathogenic
7427,Pathogenic
7428,Pathogenic
7429,Pathogenic
7430,Pathogenic
7431,Conflicting interpretations of pathogenicity
7432,Conflicting interpretations of pathogenicity
7433,Pathogenic
7434,Pathogenic
7435,Pathogenic
7436,Pathogenic
7437,Pathogenic
7438,Pathogenic
7439,Pathogenic
7440,Pathogenic/Likely pathogenic
7441,Pathogenic/Likely pathogenic
7442,Likely pathogenic
7443,Likely pathogenic
7444,Pathogenic
7445,Pathogenic
7446,Pathogenic
7447,Pathogenic
7448,Pathogenic
7449,Pathogenic
7450,Pathogenic
7451,Pathogenic
7452,Pathogenic
7453,Pathogenic
7454,Pathogenic
7455,Pathogenic
7456,Pathogenic
7457,Pathogenic
7458,Pathogenic
7459,Pathogenic
7460,Pathogenic
7461,Pathogenic
7462,Pathogenic
7463,Conflicting interpretations of pathogenicity
7464,Pathogenic
7465,Pathogenic
7466,Pathogenic
7467,Pathogenic
7468,Pathogenic
7469,Benign
7470,Pathogenic
7471,Pathogenic
7472,Pathogenic
7473,Pathogenic
7474,Pathogenic
7475,Pathogenic
7476,Pathogenic
7477,Pathogenic
7478,Pathogenic
7479,Affects
7480,Pathogenic
7481,Conflicting interpretations of pathogenicity
7482,Conflicting interpretations of pathogenicity
7483,Pathogenic
7484,Pathogenic
7485,Pathogenic
7486,Pathogenic
7487,Pathogenic
7488,Pathogenic
7489,Pathogenic
7490,Pathogenic
7491,Pathogenic
7492,Pathogenic
7493,Pathogenic
7494,Conflicting interpretations of pathogenicity
7495,Conflicting interpretations of pathogenicity
7496,Pathogenic
7497,Pathogenic
7498,Pathogenic
7499,Pathogenic
7500,Pathogenic
7501,Pathogenic
7502,Pathogenic
7503,Pathogenic
7504,Benign
7505,Benign
7506,Pathogenic
7507,Pathogenic
7508,Uncertain significance
7509,Uncertain significance
7510,Uncertain significance
7511,Uncertain significance
7512,Pathogenic/Likely pathogenic
7513,Pathogenic/Likely pathogenic
7514,Uncertain significance
7515,Uncertain significance
7516,Benign/Likely benign
7517,Benign/Likely benign
7518,Pathogenic
7519,Pathogenic/Likely pathogenic
7520,Pathogenic/Likely pathogenic
7521,Pathogenic/Likely pathogenic
7522,Pathogenic/Likely pathogenic
7523,Pathogenic
7524,Pathogenic/Likely pathogenic
7525,Pathogenic
7526,Pathogenic/Likely pathogenic
7527,Pathogenic/Likely pathogenic
7528,Pathogenic
7529,Pathogenic/Likely pathogenic
7530,Pathogenic
7531,Pathogenic
7532,Pathogenic
7533,Pathogenic
7534,Pathogenic/Likely pathogenic
7535,Likely pathogenic
7536,Pathogenic/Likely pathogenic
7537,Pathogenic/Likely pathogenic
7538,Pathogenic/Likely pathogenic
7539,Pathogenic/Likely pathogenic
7540,Pathogenic
7541,Pathogenic
7542,Pathogenic/Likely pathogenic
7543,Pathogenic/Likely pathogenic
7544,Pathogenic/Likely pathogenic
7545,Pathogenic/Likely pathogenic
7546,Pathogenic
7547,Pathogenic
7548,Pathogenic/Likely pathogenic
7549,Pathogenic/Likely pathogenic
7550,Pathogenic/Likely pathogenic
7551,Pathogenic/Likely pathogenic
7552,Pathogenic/Likely pathogenic
7553,Uncertain significance
7554,Uncertain significance
7555,Pathogenic
7556,Pathogenic
7557,Pathogenic
7558,Pathogenic
7559,Conflicting interpretations of pathogenicity
7560,Conflicting interpretations of pathogenicity
7561,Conflicting interpretations of pathogenicity
7562,Pathogenic/Likely pathogenic
7563,Pathogenic
7564,Pathogenic
7565,Pathogenic
7566,Pathogenic
7567,Pathogenic
7568,Pathogenic
7569,Pathogenic
7570,Pathogenic/Likely pathogenic
7571,Pathogenic/Likely pathogenic
7572,Pathogenic/Likely pathogenic
7573,Likely pathogenic
7574,Likely pathogenic
7575,Pathogenic/Likely pathogenic
7576,Pathogenic/Likely pathogenic
7577,Pathogenic/Likely pathogenic
7578,Pathogenic/Likely pathogenic
7579,Pathogenic
7580,Pathogenic
7581,Pathogenic
7582,Pathogenic
7583,Pathogenic/Likely pathogenic
7584,Benign
7585,Likely pathogenic
7586,Pathogenic
7587,Pathogenic
7588,Pathogenic
7589,Pathogenic
7590,Pathogenic
7591,Pathogenic
7592,Pathogenic
7593,Pathogenic
7594,Pathogenic
7595,Pathogenic
7596,Pathogenic
7597,Uncertain significance
7598,Likely pathogenic
7599,Likely pathogenic
7600,Pathogenic
7601,Pathogenic
7602,Pathogenic
7603,Pathogenic
7604,Conflicting interpretations of pathogenicity
7605,Conflicting interpretations of pathogenicity
7606,Conflicting interpretations of pathogenicity
7607,Pathogenic
7608,Pathogenic
7609,Pathogenic
7610,Likely pathogenic
7611,Likely pathogenic
7612,Uncertain significance
7613,Uncertain significance
7614,Affects
7615,Benign/Likely benign
7616,Uncertain significance
7617,Pathogenic
7618,Pathogenic
7619,Pathogenic
7620,Pathogenic
7621,Pathogenic
7622,Pathogenic
7623,Pathogenic
7624,Conflicting interpretations of pathogenicity
7625,Conflicting interpretations of pathogenicity
7626,Conflicting interpretations of pathogenicity
7627,Pathogenic
7628,Pathogenic
7629,Pathogenic
7630,Conflicting interpretations of pathogenicity
7631,Pathogenic
7632,Pathogenic
7633,Pathogenic
7634,Pathogenic/Likely pathogenic
7635,Pathogenic/Likely pathogenic
7636,Pathogenic
7637,Pathogenic
7638,Pathogenic
7639,Pathogenic
7640,Pathogenic
7641,Pathogenic
7642,Pathogenic
7643,Pathogenic
7644,Pathogenic
7645,Pathogenic
7646,Pathogenic
7647,Pathogenic
7648,Pathogenic
7649,Conflicting interpretations of pathogenicity
7650,Conflicting interpretations of pathogenicity
7651,Conflicting interpretations of pathogenicity
7652,Conflicting interpretations of pathogenicity
7653,Conflicting interpretations of pathogenicity
7654,Conflicting interpretations of pathogenicity
7655,Conflicting interpretations of pathogenicity
7656,Pathogenic/Likely pathogenic
7657,Pathogenic/Likely pathogenic
7658,Pathogenic/Likely pathogenic
7659,Pathogenic/Likely pathogenic
7660,Pathogenic/Likely pathogenic
7661,Pathogenic/Likely pathogenic
7662,Pathogenic/Likely pathogenic
7663,Pathogenic/Likely pathogenic
7664,Pathogenic
7665,Pathogenic
7666,Pathogenic
7667,Pathogenic
7668,Pathogenic
7669,Pathogenic/Likely pathogenic
7670,Pathogenic/Likely pathogenic
7671,Pathogenic/Likely pathogenic
7672,Pathogenic
7673,Pathogenic
7674,Pathogenic
7675,Pathogenic
7676,Pathogenic
7677,Pathogenic
7678,Pathogenic
7679,Pathogenic
7680,Pathogenic
7681,Pathogenic
7682,Pathogenic
7683,Pathogenic
7684,Pathogenic
7685,Pathogenic
7686,Pathogenic
7687,Pathogenic
7688,Pathogenic
7689,Benign/Likely benign
7690,Benign/Likely benign
7691,Benign/Likely benign
7692,Benign/Likely benign
7693,Benign/Likely benign
7694,Benign/Likely benign
7695,Pathogenic
7696,Pathogenic
7697,Pathogenic
7698,Pathogenic
7699,Pathogenic
7700,Pathogenic
7701,Pathogenic
7702,Pathogenic
7703,Pathogenic
7704,Pathogenic
7705,Uncertain significance
7706,Uncertain significance
7707,Pathogenic
7708,Pathogenic
7709,Pathogenic
7710,Pathogenic
7711,Pathogenic
7712,Conflicting interpretations of pathogenicity
7713,Conflicting interpretations of pathogenicity
7714,Conflicting interpretations of pathogenicity
7715,Pathogenic/Likely pathogenic
7716,Pathogenic
7717,Pathogenic
7718,Pathogenic
7719,Pathogenic
7720,Pathogenic
7721,Pathogenic
7722,Pathogenic
7723,Conflicting interpretations of pathogenicity
7724,Conflicting interpretations of pathogenicity
7725,Conflicting interpretations of pathogenicity
7726,Conflicting interpretations of pathogenicity
7727,Conflicting interpretations of pathogenicity
7728,Conflicting interpretations of pathogenicity
7729,Conflicting interpretations of pathogenicity
7730,Conflicting interpretations of pathogenicity
7731,Pathogenic
7732,Pathogenic
7733,Conflicting interpretations of pathogenicity
7734,Conflicting interpretations of pathogenicity
7735,Likely pathogenic
7736,Likely pathogenic
7737,Pathogenic
7738,Pathogenic
7739,Pathogenic
7740,Pathogenic
7741,Conflicting interpretations of pathogenicity
7742,Conflicting interpretations of pathogenicity
7743,Pathogenic
7744,Pathogenic
7745,Pathogenic
7746,Pathogenic
7747,Pathogenic
7748,Pathogenic
7749,Pathogenic
7750,Pathogenic
7751,Pathogenic
7752,Pathogenic
7753,Uncertain significance
7754,Pathogenic
7755,Pathogenic
7756,Pathogenic
7757,Uncertain significance
7758,Pathogenic
7759,Benign/Likely benign
7760,Pathogenic
7761,Benign/Likely benign
7762,Pathogenic
7763,Pathogenic
7764,Pathogenic
7765,Pathogenic
7766,Pathogenic
7767,Pathogenic
7768,Pathogenic
7769,Uncertain significance
7770,risk factor
7771,risk factor
7772,Pathogenic
7773,Pathogenic
7774,Pathogenic
7775,Pathogenic
7776,Pathogenic
7777,Pathogenic
7778,Pathogenic
7779,Pathogenic
7780,Pathogenic
7781,Pathogenic
7782,Pathogenic
7783,no interpretation for the single variant
7784,Pathogenic
7785,Pathogenic
7786,Pathogenic
7787,Pathogenic
7788,Uncertain significance
7789,Pathogenic/Likely pathogenic
7790,Pathogenic/Likely pathogenic
7791,Pathogenic
7792,Pathogenic
7793,Pathogenic
7794,Conflicting interpretations of pathogenicity
7795,Benign
7796,Benign
7797,Benign
7798,Benign
7799,Benign
7800,Pathogenic
7801,Pathogenic
7802,Pathogenic
7803,Pathogenic
7804,Pathogenic
7805,Conflicting interpretations of pathogenicity
7806,Likely pathogenic
7807,Pathogenic
7808,Pathogenic
7809,Conflicting interpretations of pathogenicity
7810,Pathogenic
7811,Pathogenic
7812,Pathogenic
7813,Pathogenic
7814,Pathogenic
7815,Conflicting interpretations of pathogenicity
7816,Conflicting interpretations of pathogenicity
7817,Conflicting interpretations of pathogenicity
7818,Pathogenic
7819,Pathogenic
7820,Pathogenic
7821,Pathogenic
7822,Pathogenic
7823,Likely benign
7824,Pathogenic
7825,no interpretation for the single variant
7826,Pathogenic
7827,Pathogenic
7828,Pathogenic
7829,Pathogenic
7830,Pathogenic
7831,Pathogenic
7832,Pathogenic
7833,Pathogenic
7834,Pathogenic
7835,Pathogenic
7836,Pathogenic
7837,Pathogenic
7838,Pathogenic
7839,Pathogenic/Likely pathogenic
7840,Pathogenic/Likely pathogenic
7841,Pathogenic
7842,Pathogenic
7843,Pathogenic
7844,Pathogenic
7845,Pathogenic
7846,Pathogenic
7847,Pathogenic
7848,Pathogenic
7849,Pathogenic
7850,Pathogenic
7851,Pathogenic
7852,Benign
7853,Benign
7854,Pathogenic
7855,Pathogenic
7856,Pathogenic
7857,Pathogenic/Likely pathogenic
7858,Pathogenic/Likely pathogenic
7859,Pathogenic
7860,Pathogenic
7861,Pathogenic
7862,Pathogenic
7863,Pathogenic
7864,Pathogenic
7865,Conflicting interpretations of pathogenicity
7866,Conflicting interpretations of pathogenicity
7867,Conflicting interpretations of pathogenicity
7868,Conflicting interpretations of pathogenicity
7869,Benign/Likely benign
7870,Benign/Likely benign
7871,Benign/Likely benign
7872,Benign/Likely benign
7873,Benign/Likely benign
7874,Pathogenic
7875,Pathogenic
7876,Uncertain significance
7877,Uncertain significance
7878,Uncertain significance
7879,Uncertain significance
7880,Pathogenic
7881,Pathogenic
7882,Pathogenic
7883,Pathogenic; drug response
7884,Pathogenic; drug response
7885,Pathogenic; drug response
7886,Pathogenic; drug response
7887,Pathogenic; drug response
7888,Pathogenic; drug response
7889,Pathogenic
7890,Pathogenic
7891,Pathogenic
7892,Pathogenic
7893,Pathogenic
7894,Pathogenic
7895,Pathogenic
7896,Pathogenic
7897,Pathogenic
7898,Pathogenic
7899,Pathogenic
7900,Pathogenic
7901,Pathogenic
7902,Pathogenic
7903,Pathogenic
7904,Pathogenic
7905,Pathogenic
7906,Pathogenic
7907,Pathogenic
7908,Pathogenic
7909,Pathogenic
7910,Pathogenic
7911,Pathogenic
7912,Pathogenic
7913,Pathogenic
7914,Pathogenic
7915,Pathogenic
7916,Pathogenic
7917,Pathogenic
7918,Pathogenic; drug response
7919,Pathogenic; drug response
7920,Pathogenic; drug response
7921,Pathogenic; drug response
7922,Pathogenic; drug response
7923,Pathogenic
7924,Pathogenic; drug response
7925,Pathogenic; drug response
7926,Pathogenic; drug response
7927,Pathogenic; drug response
7928,Pathogenic; drug response
7929,Pathogenic
7930,Pathogenic
7931,Pathogenic
7932,Pathogenic
7933,Pathogenic
7934,Pathogenic
7935,Pathogenic
7936,Pathogenic
7937,Pathogenic
7938,Pathogenic
7939,Pathogenic
7940,Pathogenic
7941,Pathogenic
7942,Pathogenic
7943,Pathogenic
7944,Pathogenic
7945,Pathogenic
7946,Pathogenic
7947,Pathogenic
7948,Pathogenic
7949,Pathogenic
7950,Conflicting interpretations of pathogenicity
7951,Conflicting interpretations of pathogenicity
7952,Conflicting interpretations of pathogenicity
7953,Conflicting interpretations of pathogenicity
7954,Conflicting interpretations of pathogenicity
7955,Conflicting interpretations of pathogenicity
7956,Pathogenic
7957,Pathogenic
7958,Pathogenic
7959,Pathogenic/Likely pathogenic
7960,Pathogenic/Likely pathogenic
7961,Pathogenic
7962,Pathogenic
7963,Pathogenic
7964,Pathogenic
7965,Pathogenic
7966,Pathogenic
7967,Benign/Likely benign
7968,Benign/Likely benign
7969,Benign/Likely benign
7970,Conflicting interpretations of pathogenicity
7971,Conflicting interpretations of pathogenicity
7972,Conflicting interpretations of pathogenicity
7973,Uncertain significance
7974,Pathogenic
7975,Pathogenic
7976,Pathogenic
7977,Pathogenic
7978,Pathogenic
7979,Pathogenic
7980,Pathogenic
7981,Pathogenic
7982,Pathogenic
7983,Pathogenic
7984,Pathogenic
7985,Pathogenic
7986,Pathogenic
7987,Pathogenic
7988,Pathogenic
7989,Pathogenic
7990,Pathogenic; drug response
7991,Pathogenic; drug response
7992,Pathogenic; drug response
7993,Pathogenic; drug response
7994,Pathogenic
7995,Pathogenic
7996,Pathogenic
7997,Pathogenic
7998,Pathogenic
7999,Pathogenic
8000,Pathogenic
8001,Pathogenic
8002,Pathogenic
8003,Pathogenic
8004,Pathogenic
8005,Pathogenic
8006,Pathogenic
8007,Pathogenic
8008,Conflicting interpretations of pathogenicity
8009,Conflicting interpretations of pathogenicity
8010,Pathogenic
8011,Pathogenic
8012,Pathogenic
8013,Pathogenic
8014,Pathogenic
8015,Pathogenic
8016,Pathogenic
8017,Pathogenic
8018,Pathogenic
8019,Pathogenic
8020,Pathogenic
8021,drug response
8022,drug response
8023,drug response
8024,drug response
8025,Pathogenic
8026,Pathogenic
8027,Pathogenic
8028,Pathogenic
8029,Conflicting interpretations of pathogenicity
8030,Conflicting interpretations of pathogenicity
8031,Conflicting interpretations of pathogenicity
8032,Conflicting interpretations of pathogenicity
8033,Conflicting interpretations of pathogenicity
8034,Conflicting interpretations of pathogenicity
8035,Conflicting interpretations of pathogenicity
8036,Conflicting interpretations of pathogenicity
8037,Conflicting interpretations of pathogenicity
8038,Conflicting interpretations of pathogenicity
8039,Conflicting interpretations of pathogenicity
8040,Pathogenic
8041,Pathogenic
8042,Conflicting interpretations of pathogenicity
8043,Pathogenic/Likely pathogenic
8044,Pathogenic/Likely pathogenic
8045,Uncertain significance
8046,Uncertain significance
8047,Uncertain significance
8048,Uncertain significance
8049,Uncertain significance
8050,Pathogenic
8051,Pathogenic/Likely pathogenic
8052,Pathogenic
8053,Pathogenic
8054,Pathogenic
8055,Pathogenic
8056,Pathogenic
8057,Pathogenic
8058,Pathogenic
8059,Pathogenic
8060,Pathogenic
8061,Pathogenic
8062,Pathogenic
8063,Pathogenic
8064,Pathogenic
8065,Pathogenic
8066,Pathogenic
8067,Pathogenic
8068,Pathogenic
8069,Pathogenic
8070,Pathogenic/Likely pathogenic
8071,Pathogenic/Likely pathogenic
8072,Pathogenic; drug response
8073,Pathogenic; drug response
8074,Pathogenic; drug response
8075,Pathogenic; drug response
8076,Pathogenic; drug response
8077,Pathogenic; drug response
8078,Pathogenic; drug response
8079,Pathogenic; drug response
8080,Pathogenic; drug response
8081,Pathogenic
8082,Pathogenic
8083,Pathogenic
8084,Pathogenic
8085,Pathogenic
8086,Pathogenic
8087,Conflicting interpretations of pathogenicity
8088,Conflicting interpretations of pathogenicity
8089,Conflicting interpretations of pathogenicity
8090,Pathogenic/Likely pathogenic
8091,Pathogenic; drug response
8092,Pathogenic; drug response
8093,Pathogenic; drug response
8094,Pathogenic; drug response
8095,Pathogenic; drug response
8096,Pathogenic
8097,Pathogenic
8098,Pathogenic
8099,Pathogenic
8100,Pathogenic
8101,Pathogenic
8102,Pathogenic
8103,Pathogenic
8104,Uncertain significance
8105,Uncertain significance
8106,Uncertain significance
8107,Uncertain significance
8108,Pathogenic
8109,Pathogenic
8110,Pathogenic
8111,Pathogenic
8112,Pathogenic
8113,Pathogenic/Likely pathogenic
8114,Pathogenic
8115,Pathogenic
8116,Pathogenic
8117,Pathogenic
8118,Pathogenic
8119,Uncertain significance
8120,Uncertain significance
8121,Pathogenic
8122,Pathogenic
8123,Conflicting interpretations of pathogenicity
8124,Pathogenic; drug response
8125,Pathogenic; drug response
8126,Pathogenic; drug response
8127,Pathogenic; drug response
8128,Pathogenic
8129,Conflicting interpretations of pathogenicity
8130,Conflicting interpretations of pathogenicity
8131,Conflicting interpretations of pathogenicity
8132,Conflicting interpretations of pathogenicity
8133,Uncertain significance
8134,Conflicting interpretations of pathogenicity
8135,Conflicting interpretations of pathogenicity
8136,Conflicting interpretations of pathogenicity
8137,Conflicting interpretations of pathogenicity
8138,Conflicting interpretations of pathogenicity
8139,Conflicting interpretations of pathogenicity
8140,Conflicting interpretations of pathogenicity
8141,Conflicting interpretations of pathogenicity
8142,Conflicting interpretations of pathogenicity
8143,Pathogenic
8144,Conflicting interpretations of pathogenicity
8145,Conflicting interpretations of pathogenicity
8146,Conflicting interpretations of pathogenicity
8147,Conflicting interpretations of pathogenicity
8148,Conflicting interpretations of pathogenicity
8149,Conflicting interpretations of pathogenicity
8150,not provided
8151,Pathogenic
8152,Pathogenic
8153,Pathogenic
8154,Pathogenic
8155,Pathogenic
8156,Pathogenic
8157,Pathogenic
8158,Pathogenic
8159,Benign
8160,Likely pathogenic
8161,Pathogenic
8162,Pathogenic
8163,Pathogenic
8164,Pathogenic
8165,Pathogenic
8166,Conflicting interpretations of pathogenicity
8167,Conflicting interpretations of pathogenicity
8168,Pathogenic
8169,Conflicting interpretations of pathogenicity
8170,Conflicting interpretations of pathogenicity
8171,Conflicting interpretations of pathogenicity
8172,Conflicting interpretations of pathogenicity
8173,Pathogenic
8174,Pathogenic
8175,Pathogenic
8176,Pathogenic
8177,Uncertain significance
8178,Conflicting interpretations of pathogenicity
8179,Conflicting interpretations of pathogenicity
8180,Pathogenic
8181,Pathogenic
8182,Pathogenic
8183,Pathogenic
8184,Pathogenic
8185,Pathogenic
8186,Pathogenic
8187,Pathogenic
8188,Pathogenic
8189,Pathogenic
8190,Pathogenic
8191,Pathogenic
8192,Pathogenic
8193,Pathogenic
8194,Pathogenic
8195,Conflicting interpretations of pathogenicity
8196,Conflicting interpretations of pathogenicity
8197,Conflicting interpretations of pathogenicity
8198,Conflicting interpretations of pathogenicity
8199,Pathogenic/Likely pathogenic
8200,Pathogenic/Likely pathogenic
8201,Pathogenic/Likely pathogenic
8202,Pathogenic/Likely pathogenic
8203,Pathogenic
8204,Pathogenic/Likely pathogenic
8205,Pathogenic/Likely pathogenic
8206,Benign
8207,Benign
8208,Pathogenic
8209,Pathogenic
8210,Likely pathogenic
8211,Pathogenic
8212,Conflicting interpretations of pathogenicity
8213,Pathogenic
8214,Pathogenic
8215,Pathogenic
8216,Pathogenic
8217,Pathogenic
8218,Pathogenic
8219,Pathogenic
8220,Pathogenic
8221,Pathogenic
8222,Pathogenic
8223,Pathogenic
8224,Pathogenic
8225,Pathogenic
8226,Pathogenic
8227,Pathogenic
8228,Pathogenic
8229,Pathogenic
8230,Pathogenic
8231,Pathogenic
8232,Pathogenic
8233,Pathogenic; association
8234,Pathogenic; association
8235,Benign
8236,Benign
8237,Pathogenic
8238,Pathogenic
8239,Pathogenic
8240,Pathogenic
8241,Pathogenic
8242,Pathogenic
8243,Pathogenic
8244,Pathogenic
8245,Conflicting interpretations of pathogenicity
8246,Conflicting interpretations of pathogenicity
8247,Conflicting interpretations of pathogenicity
8248,Conflicting interpretations of pathogenicity
8249,Pathogenic
8250,Pathogenic
8251,Pathogenic
8252,Pathogenic
8253,Pathogenic
8254,Pathogenic
8255,Uncertain significance
8256,Uncertain significance
8257,Uncertain significance
8258,Pathogenic
8259,Pathogenic
8260,Pathogenic
8261,Pathogenic
8262,Conflicting interpretations of pathogenicity
8263,Conflicting interpretations of pathogenicity
8264,Pathogenic
8265,Pathogenic
8266,Pathogenic
8267,Conflicting interpretations of pathogenicity
8268,Pathogenic
8269,Uncertain significance
8270,Uncertain significance
8271,Pathogenic
8272,Pathogenic
8273,Pathogenic
8274,Pathogenic
8275,Pathogenic
8276,Pathogenic
8277,Pathogenic
8278,Pathogenic
8279,Pathogenic
8280,Pathogenic
8281,Pathogenic
8282,Pathogenic
8283,Pathogenic
8284,Pathogenic
8285,Pathogenic
8286,Pathogenic/Likely pathogenic
8287,Pathogenic/Likely pathogenic
8288,Pathogenic
8289,Pathogenic
8290,Pathogenic
8291,Pathogenic
8292,Pathogenic
8293,Pathogenic
8294,Pathogenic
8295,Pathogenic
8296,Pathogenic
8297,Pathogenic
8298,Pathogenic
8299,Pathogenic/Likely pathogenic
8300,Pathogenic/Likely pathogenic
8301,Pathogenic/Likely pathogenic
8302,Pathogenic/Likely pathogenic
8303,Pathogenic
8304,Pathogenic
8305,Pathogenic
8306,Pathogenic
8307,Pathogenic
8308,Pathogenic
8309,Pathogenic
8310,Pathogenic
8311,Pathogenic
8312,Pathogenic
8313,Pathogenic
8314,Pathogenic
8315,Pathogenic
8316,Pathogenic
8317,Pathogenic
8318,Pathogenic
8319,Pathogenic
8320,Pathogenic/Likely pathogenic
8321,Pathogenic/Likely pathogenic
8322,Pathogenic/Likely pathogenic
8323,Conflicting interpretations of pathogenicity
8324,Conflicting interpretations of pathogenicity
8325,Conflicting interpretations of pathogenicity
8326,Pathogenic
8327,Pathogenic
8328,Pathogenic
8329,Pathogenic
8330,Pathogenic
8331,Pathogenic
8332,Pathogenic
8333,Pathogenic
8334,Pathogenic
8335,Pathogenic
8336,Pathogenic
8337,Pathogenic/Likely pathogenic
8338,Pathogenic/Likely pathogenic
